scope,operation,variable,store_hint,flow,node_id,node_name
flow,set,powerwall_soc,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,temperatura,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,humidex_giorno,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,humidex_notte,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,temp_esterno,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,umidita_esterno,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,temp_cameraMatrimoniale,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,ac_power,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,get,temp_esterno,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,get,umidita_esterno,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,get,condizionatore_stato,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
global,get,ultimo_avvio,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
global,get,ultimo_spegnimento,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
global,get,user_min_run_time,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
global,get,user_min_off_time,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
global,get,user_deficit_tolerance_time,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
global,get,user_vmc_max_notte,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
global,get,user_target_humidex_estate,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
global,get,user_emergency_humidex_away,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,get,produzione,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,get,consumo,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,get,powerwall_soc,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,get,powerwall_soc,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,get,temperatura,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,get,humidex_giorno,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,get,humidex_notte,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,get,temp_cameraMatrimoniale,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,get,ac_power,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,get,previsione_kwh_domani,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,get,previsione_data_domani,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,get,tutte_medie_storiche,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,get,efficienza_ricarica_storica,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,get,AI_climate_enabling,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,AI_climate_enabling,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,get,system_was_disabled,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,condizionatore_stato,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,system_was_disabled,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
global,set,ultimo_spegnimento,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,system_was_disabled,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,tentativi_riavvio_ac,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
global,set,ultimo_spegnimento,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,get,tentativi_riavvio_ac,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,tentativi_riavvio_ac,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,condizionatore_stato,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
global,set,ultimo_spegnimento,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,AI_climate_enabling,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,tentativi_riavvio_ac,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,condizionatore_stato,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
global,set,ultimo_spegnimento,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,condizionatore_stato,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
global,set,ultimo_avvio,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,condizionatore_stato,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
global,set,ultimo_avvio,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,condizionatore_stato,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
global,set,ultimo_spegnimento,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
global,get,grace_period_time_range,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
global,get,grace_mode_solar,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
global,get,grace_mode_solar,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,condizionatore_stato,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
global,set,ultimo_avvio,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,get,ultimo_spegnimento_notte,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,condizionatore_stato,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
global,set,ultimo_avvio,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,inizio_deficit_surplus,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,inizio_deficit_surplus,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,get,inizio_deficit_surplus,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,inizio_deficit_surplus,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,get,inizio_deficit_surplus,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,inizio_deficit_surplus,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,ultimo_spegnimento_notte,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,condizionatore_stato,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
global,set,ultimo_spegnimento,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,inizio_deficit_surplus,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,get,umidita_bedroom,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,get,umidita_living,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,get,vmc_ultimo_cambio_ms,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,get,vmc_velocita_inviata,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,vmc_ultimo_cambio_ms,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,vmc_velocita_inviata,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,vmc_fanspeed,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,ac_log_temp,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,ac_log_mode,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,ac_log_temp,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,ac_log_mode,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,ac_log_temp,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,ac_log_mode,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,ac_log_temp,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,ac_log_mode,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,ac_log_temp,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,ac_log_mode,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,ac_log_temp,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,ac_log_mode,file,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,get,ac_log_temp,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,get,ac_log_mode,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,get,log_ultimo_stato_ac,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,get,log_ultima_vmc,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,log_ultimo_stato_ac,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,log_ultima_vmc,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
global,get,app_base_topic,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,get,vmc_velocita_inviata,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,vmc_velocita_inviata,,AI climate,61992c8879c11f66,Machine Learning domotico locale ad alta precisione
flow,set,previsione_kwh_domani,,AI climate,e987e367138f30ef,function 22
flow,set,previsione_kwh_domani,,AI climate,e987e367138f30ef,function 22
flow,set,previsione_data_domani,,AI climate,e987e367138f30ef,function 22
flow,set,consumo_istantaneo_registratore,,AI climate,5eef15f00d7a6c51,Registrazione consumi ML
flow,set,produzione_istantanea_registratore,,AI climate,5eef15f00d7a6c51,Registrazione consumi ML
flow,get,consumo_istantaneo_registratore,,AI climate,5eef15f00d7a6c51,Registrazione consumi ML
flow,get,produzione_istantanea_registratore,,AI climate,5eef15f00d7a6c51,Registrazione consumi ML
flow,set,tutte_medie_storiche,,AI climate,5eef15f00d7a6c51,Registrazione consumi ML
flow,set,efficienza_ricarica_storica,,AI climate,5eef15f00d7a6c51,Registrazione consumi ML
flow,set,condizionatore_stato,,AI climate,249be69cffcb1f5f,function 30
flow,set,AI_climate_enabling,file,AI climate,5297875258c91adf,Salva Stato su File
global,get,ir_dictionary,,AI climate,aca24c631dec754b,AC Controller & Parser
global,get,user_min_run_time,,AI climate,2796fd499f6b3ae2,Recupero Variabili File System per UI
global,get,user_min_off_time,,AI climate,2796fd499f6b3ae2,Recupero Variabili File System per UI
global,get,user_target_humidex_estate,,AI climate,2796fd499f6b3ae2,Recupero Variabili File System per UI
global,get,user_vmc_max_notte,,AI climate,2796fd499f6b3ae2,Recupero Variabili File System per UI
global,get,user_deficit_tolerance_time,,AI climate,2796fd499f6b3ae2,Recupero Variabili File System per UI
flow,get,AI_climate_enabling,,AI climate,2796fd499f6b3ae2,Recupero Variabili File System per UI
global,set,grace_mode_solar,file,AI climate,18cd61655da131ad,Gestore Impostazioni UI & Android
global,set,user_emergency_humidex_away,file,AI climate,18cd61655da131ad,Gestore Impostazioni UI & Android
global,set,user_min_run_time,file,AI climate,18cd61655da131ad,Gestore Impostazioni UI & Android
global,set,user_min_off_time,file,AI climate,18cd61655da131ad,Gestore Impostazioni UI & Android
global,set,user_target_humidex_estate,file,AI climate,18cd61655da131ad,Gestore Impostazioni UI & Android
global,set,user_vmc_max_notte,,AI climate,18cd61655da131ad,Gestore Impostazioni UI & Android
global,set,user_deficit_tolerance_time,file,AI climate,18cd61655da131ad,Gestore Impostazioni UI & Android
flow,set,AI_climate_enabling,file,AI climate,18cd61655da131ad,Gestore Impostazioni UI & Android
flow,set,system_was_disabled,,AI climate,18cd61655da131ad,Gestore Impostazioni UI & Android
global,set,grace_mode_solar,file,AI climate,5188761e59169fdc,Salva modalita 
global,set,user_emergency_humidex_away,,AI climate,337ad3eb52fe5d9c,function 28
global,set,user_deficit_tolerance_time,file,AI climate,0f8b4e9cfb64bb9a,global.user_deficit_tolerance_time al valore 20
flow,set,produzione,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,set,consumo,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,set,powerwall_soc,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,set,temperatura,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,set,humidex_giorno,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,set,humidex_notte,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,set,temp_esterno,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,set,umidita_esterno,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,set,temp_cameraMatrimoniale,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,set,ac_power,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,get,temp_esterno,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,get,umidita_esterno,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,get,condizionatore_stato,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
global,get,ultimo_avvio,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
global,get,ultimo_spegnimento,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
global,get,user_min_run_time,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
global,get,user_min_off_time,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
global,get,user_deficit_tolerance_time,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
global,get,user_vmc_max_notte,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
global,get,user_target_humidex_estate,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
global,get,user_emergency_humidex_away,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,get,produzione,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,get,consumo,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,get,powerwall_soc,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,get,powerwall_soc,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,get,temperatura,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,get,humidex_giorno,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,get,humidex_notte,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,get,temp_cameraMatrimoniale,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,get,ac_power,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
global,get,grace_mode_solar,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,get,previsione_kwh_domani,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,get,previsione_data_domani,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,get,tutte_medie_storiche,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,get,efficienza_ricarica_storica,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,get,AI_climate_enabling,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,set,AI_climate_enabling,file,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,get,system_was_disabled,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,set,condizionatore_stato,file,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,set,system_was_disabled,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
global,set,ultimo_spegnimento,file,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,set,system_was_disabled,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,set,tentativi_riavvio_ac,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
global,set,ultimo_spegnimento,file,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,get,tentativi_riavvio_ac,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,set,tentativi_riavvio_ac,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,set,condizionatore_stato,file,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
global,set,ultimo_spegnimento,file,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,set,AI_climate_enabling,file,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,set,tentativi_riavvio_ac,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,set,condizionatore_stato,file,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
global,set,ultimo_spegnimento,file,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,set,condizionatore_stato,file,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
global,set,ultimo_avvio,file,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,set,condizionatore_stato,file,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
global,set,ultimo_avvio,file,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,set,condizionatore_stato,file,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
global,set,ultimo_spegnimento,file,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
global,get,grace_mode_solar,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
global,get,grace_mode_solar,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,set,condizionatore_stato,file,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
global,set,ultimo_avvio,file,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,set,condizionatore_stato,file,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
global,set,ultimo_avvio,file,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,set,inizio_deficit_surplus,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,set,inizio_deficit_surplus,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,get,inizio_deficit_surplus,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,set,inizio_deficit_surplus,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,get,inizio_deficit_surplus,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,set,inizio_deficit_surplus,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,set,condizionatore_stato,file,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
global,set,ultimo_spegnimento,file,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,set,inizio_deficit_surplus,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,get,umidita_bedroom,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,get,umidita_living,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
flow,set,vmc_fanspeed,,AI climate,ea54c259689cd3c1,Machine Learning domotico locale ad alta precisione
